"","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales"
"8415","Killer is Dead","X360","2013","Action","Deep Silver","0.08","0.02","0.01","0.01"
"8416","TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1","PS3","2015","Action","Namco Bandai Games","0","0","0.02","0"
"8417","Star X","GBA","2002","Shooter","BAM! Entertainment","0.03","0.01","0","0"
"8418","Madden NFL 07","PS3","2006","Sports","Electronic Arts","0.47","0","0.01","0.04"
"8419","Tiger Woods PGA Tour 2004","PS2","2003","Sports","Electronic Arts","1.18","0.34","0","0.1"
"8420","Street Fighter Alpha 2","SNES","1996","Fighting","Nintendo","0","0","0.17","0"
"8421","Super Mario Bros.: The Lost Levels","NES","1986","Platform","Nintendo","0","0","2.65","0"
"8422","Grease Dance","PS3","2011","Misc","505 Games","0.05","20K","0","0.01"
"8423","Reader Rabbit 2nd Grade","Wii","N/A","Misc","Unknown","0.05","0","0","0"
"8424","Kamen Rider: Battride War","PS3","2013","Action","Namco Bandai Games","0","0","0.19","0"
"8425","Soul Bubbles","DS","2008","Puzzle","Eidos Interactive","0.05","0.02","0","0.01"
"8426","Natural Doctrine","PS4","2014","Role-Playing","Nippon Ichi Software","0.05","0.02","0.02","0.01"
"8427","SoulCalibur IV","PS3","2008","Fighting","Ubisoft","0.72","0.41","0.14","0.2"
"8428","X-Men: Destiny","X360","2011","Action","Activision","0.18","0.05","0","0.02"
"8429","Imagine: Salon Stylist","DS","2009","Simulation","Ubisoft","0.24","0.11","0","0.04"
"8430","Pure","PS3","2008","Racing","Disney Interactive Studios","0.42","0.33","0","0.14"
"8431","Xenosaga Episode II: Jenseits von Gut und Böse","PS2","2004","Role-Playing","Sony Computer Entertainment","0.28","0.22","0","0.07"
"8432","Sakura Wars: So Long, My Love","Wii","2010","Role-Playing","Ackkstudios","0.06","0.04","0","0.01"
"8433","Mario Golf: Toadstool Tour","GC","2003","Sports","Nintendo","1.09","0.15","0.25","0.04"
"8434","Cities in Motion Collection","PC","2011","Simulation","Unknown","0","0.02","0","0"
"8435","Dragon Ball Z: Ultimate Tenkaichi","PS3","2011","Fighting","Namco Bandai Games","0.27","0.18","0.09","0.08"
"8436","The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies","PS2","2004","Action","THQ","0.24","0.19","0","0.06"
"8437","Cake Mania: In The Mix!","Wii","2008","Puzzle","Majesco Entertainment","0.14","0","0","0.01"
"8438","Colin McRae Rally 2.0","GBA","2002","Racing","Codemasters","0.02","0.01","0","0"
"8439","Mind over Matter","DS","2010","Puzzle","505 Games","0.02","0","0","0"
"8440","101-in-1 Sports Party Megamix","Wii","2010","Sports","Nordcurrent","0.02","0","0","0"
"8441","Triple Play 98","PS","1997","Sports","Electronic Arts","0.61","0.42","0","0.07"
"8442","Backstreet Billiards","PS","1998","Misc","ASCII Entertainment","0.19","0.13","0","0.02"
"8443","Hidden Mysteries: Salem Secrets - Witch Trials of 1692","DS","2010","Puzzle","Astragon","0.09","0.04","0","0.01"
"8444","Lego Star Wars: The Force Awakens","3DS","2016","Action","Warner Bros. Interactive Entertainment","0.02","0.04","0M","0"
"8445","Let's Dance with Mel B","Wii","2011","Sports","Black Bean Games","0","0.02","0","0"
"8446","Genkai Totsuki Moero Chronicle","PSV","2014","Role-Playing","Compile Heart","0","0","0.08","0"
"8447","Puchi Puchi Virus","DS","2007","Puzzle","Jaleco","0.08","0","0","0.01"
"8448","Trivial Pursuit unhinged","PS2","2004","Misc","Atari","0.09","0.07","0","0.02"
"8449","Higurashi no Naku Koro ni Matsuri: Kakera Asobi","PS2","2007","Adventure","Alchemist","0","0","0.07","0"
"8450","Sekai no Gohan Shaberu! DS Oryouri Navi","DS","2008","Misc","Nintendo","0","0","0.04","0"
"8451","Moshi Monsters: Katsuma Unleashed","3DS","2013","Action","Activision","0.03","0.04","0","0"
"8452","Farming Simulator 2013","PS3","2013","Simulation","Focus Home Interactive","0","0.1","0.02","0.04"
"8453","Persona 2: Eternal Punishment","PSP","2012","Role-Playing","Atlus","0","0","0.05","0"
"8454","Tom Clancy's Ghost Recon 2","PS2","2004","Shooter","Ubisoft","0.64","0.34","0","0.1"
"8455","Little Battlers eXperience W","PSV","2012","Role-Playing","Level 5","0","0","0.04","0"
"8456","SoulCalibur V","PS3","2012","Fighting","Namco Bandai Games","0.35","0.24","0.07","0.1"
"8457","Xenosaga Episode I: Der Wille zur Macht","PS2","2002","Role-Playing","Namco Bandai Games","0.63","0.49","0.45","0.17"
"8458","Dead to Rights: Retribution","X360","2010","Shooter","Namco Bandai Games","0.11","0.08","0","0.02"
"8459","NCAA March Madness 08","X360","2007","Sports","Electronic Arts","0.2","0","0","0.02"
"8460","Wasteland 2","PC","2015","Role-Playing","inXile Entertainment","0.02","0.06","0","0.01"
"8461","Mystery Legends: Beauty and the Beast","PC","2012","Puzzle","Focus Multimedia","0","0.01","0","0"
"8462","Age of Empires Online","PC","2011","Strategy","Microsoft Game Studios","0.01","0.04","0","0.01"
"8463","Beowulf: The Game","PS3","2007","Action","Ubisoft","0.14","0.01","0","0.01"
"8464","Superbike 2000","PS","1999","Racing","Electronic Arts","0.15","0.1","0","0.02"
"8465","Yoshi","GB","1991","Puzzle","Nintendo","0","0","0.73","0"
"8466","Payday 2","PS4","2015","Shooter","505 Games","0.09","0.14","0","0.04"
"8467","Star Fox Command","DS","2006","Shooter","Nintendo","0.39","0.01","0.1","0.04"
"8468","Ultimate Fighting Championship","PS","2000","Fighting","Ubisoft","0.14","0.09","0","0.02"
"8469","Disney Tangled","Wii","2010","Action","Disney Interactive Studios","0.47","0.17","0","0.05"
"8470","Mobile Light Force 2","PS2","2002","Shooter","Taito","0.05","0.04","0","0.01"
"8471","Jurassic Park: The Game","X360","N/A","Action","Unknown","0.15","0","0","0.01"
"8472","FIFA Soccer 2003","PS2","2002","Sports","Electronic Arts","0.46","2.28","0.05","0.61"
"8473","Natsuiro no Sunadokei","PS2","2002","Adventure","Princess Soft","0","0","0.02","0"
"8474","WWE All Stars","PS2","2011","Fighting","THQ","0.05","0.04","0","0.01"
"8475","Exhibition Volume 6","XB","2004","Misc","Microsoft Game Studios","0.01","0","0","0"
"8476","Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi","WiiU","2014","Misc","Namco Bandai Games","0","0","0.03","0"
"8477","Steins;Gate: Hiyoku Renri no Darling","PSP","2012","Action","5pb","0","0","0.06","0"
"8478","Just Dance 2016","XOne","2015","Misc","Ubisoft","0.24","0.04","0","0.03"
"8479","Battle Stadium D.O.N","PS2","2006","Fighting","Namco Bandai Games","0","0","0.15","0"
"8480","Ford Mustang: The Legend Lives","PS2","2005","Racing","Take-Two Interactive","0.14","0.11","0","0.04"
"8481","Little Deviants","PSV","2011","Platform","Sony Computer Entertainment","0.15","0.13","0","0.05"
"8482","Finding Nemo","GBA","2003","Action","THQ","1.59","1.05","0.04","0.14"
"8483","Mario & Sonic at the Olympic Games","Wii","2007","Sports","Sega","2.58","3.9","0.66","0.91"
"8484","Driver 2 Advance","GBA","2002","Action","Atari","0.25","0.09","0","0.01"
"8485","iCarly","DS","2009","Adventure","Activision","0.67","0.01","0","0.05"
"8486","Cory in the House","DS","2007","Action","Disney Interactive Studios","0.11","0","0","0.01"
"8487","Treasure Hunter G","SNES","1996","Role-Playing","SquareSoft","0","0","0.2","0"
"8488","Evil Dead: Hail to the King","PS","2000","Adventure","THQ","0.15","0.1","0","0.02"
"8489","Bravo Air Race","PS","1997","Racing","THQ","0.08","0.05","0","0.01"
"8490","Onechanbara: Bikini Zombie Slayers","Wii","2008","Action","D3Publisher","0.11","0","0","0.01"
"8491","MotoGP 09/10","X360","2010","Racing","Capcom","0.07","0.09","0","0.02"
"8492","Summer Sports 2: Island Sports Party","Wii","2008","Sports","Ubisoft","0.24","0","0","0.02"
"8493","Littlest Pet Shop: Beach Friends","DS","2009","Simulation","Electronic Arts","0.25","0","0","0.02"
"8494","Wing Arms","SAT","1994","Shooter","Sega","0","0","0.2","0"
"8495","Samurai Warriors 4-II","PS4","2015","Action","Tecmo Koei","0.03","0.02","0.06","0.01"
"8496","Inversion","PS3","2012","Shooter","Namco Bandai Games","0.03","0.03","0","0.01"
"8497","Guitar Hero III: Legends of Rock","PC","2007","Misc","Aspyr","0.01","0","0","0"
"8498","Power Pro Success Legends","PSP","2010","Sports","Konami Digital Entertainment","0","0","0.06","0"
"8499","Dramatic Dungeon: Sakura Wars - Kimi Arugatame","DS","2008","Role-Playing","Sega","0","0","0.05","0"
"8500","Echo Night Beyond","PS2","2004","Adventure","Indie Games","0.02","0.01","0","0"
"8501","Intelligent Qube","PS","1997","Puzzle","Sony Computer Entertainment","0.13","0.07","1","0.02"
"8502","NFL Blitz 2001","N64","2000","Sports","Midway Games","0.34","0.07","0","0"
"8503","Donkey Konga 2","GC","2004","Misc","Nintendo","0.3","0.08","0","0.01"
"8504","Evil Dead: Regeneration","PS2","2005","Action","THQ","0.1","0.08","0","0.03"
"8505","Tiger Woods PGA Tour 11","X360","2010","Sports","Electronic Arts","0.28","0.2","0","0.05"
"8506","World of Warcraft: Legion","PC","2016","Role-Playing","Activision","0.14","0.12","0","0.02"
"8507","Spider-Man 2","DS","2004","Action","Activision","0.41","0.02","0.03","0.04"
"8508","Rango: The Video Game","X360","2011","Action","Electronic Arts","0.06","0.06","0","0.01"
"8509","CSI: Fatal Conspiracy","X360","2010","Adventure","Ubisoft","0.11","0.04","0","0.01"
"8510","SimCity 4","PC","03","Simulation","Electronic Arts","0.01","0.24","0","0.05"
"8511","Planescape: Torment","PC","1998","Role-Playing","Interplay","0.01","0.02M","0","0.01"
"8512","WCW vs the World","PS","1998","Fighting","THQ","1.17","0.2","0.04","0.05"
"8513","Chocobo no Fushigi Dungeon for WonderSwan","WS","1999","Role-Playing","Namco Bandai Games","0","0","0.18","0"
"8514","Darksiders","PS3","2010","Action","THQ","0.01","0.01","0","0"
"8515","Pac-Pix","DS","2005","Puzzle","Namco Bandai Games","0.16","0","0.1","0.01"
"8516","Fighter Maker 2","PS2","2002","Fighting","Enterbrain","0.03","0.03","0","0.01"
"8517","Otogirisou","SNES","1992","Adventure","ChunSoft","0","0","0.16","0"
"8518","Buffy the Vampire Slayer: Wrath of the Darkhul King","GBA","2003","Action","THQ","0.02","0.01","0","0"
"8519","Mega Man Anniversary Collection","XB","2005","Platform","Capcom","0.1","0.03","0","0"
"8520","Rudolph the Red-Nosed Reindeer","Wii","2010","Action","Crave Entertainment","0.15","0","0K","0.01"
"8521","Final Fantasy V","SNES","1992","Role-Playing","SquareSoft","0","0","2.43","0.02"
"8522","Valkyria Chronicles","PS3","2008","Role-Playing","Sega","0.71","0.2","0.24","0.13"
"8523","The Price is Right 2010 Edition","DS","2009","Misc","Ubisoft","0.12","0","0","0.01"
"8524","The Incredible Hulk","PS3","2008","Action","Sega","0.22","0.03","0","0.03"
"8525","Avatar: The Last Airbender - Into the Inferno","PS2","2008","Adventure","THQ","0.12","0.09","0","0.03"
"8526","Half-Minute Hero 2","PSP","N/A","Role-Playing","Rising Star Games","0","0","0.04","0"
"8527","ESPN Winter X-Games: Snowboarding 2002","GBA","2000","Sports","Konami Digital Entertainment","0.05","0.02","0","0"
"8528","Sakura Wars 1 & 2","PSP","2006","Strategy","Sega","0","0","0.02","0"
"8529","Theme Hospital","PC","1997","Strategy","Electronic Arts","2.3","0.1","0","0"
"8530","LEGO Indiana Jones: The Original Adventures","Wii","N/A","Action","LucasArts","1.54","0.63","0","0.22"
"8531","Shin Megami Tensei: Devil Summoner","SAT","1995","Role-Playing","Atlus","0","0","0.38","0"
"8532","DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan","DS","2006","Misc","Shogakukan","0","0","0.2","0"
"8533","Gothic Universe","PC","2007","Role-Playing","JoWood Productions","0","0.03","0","0.01"
"8534","Pokémon Yellow: Special Pikachu Edition","GB","1998","Role-Playing","Nintendo","5.89","5.04","3.12M","0.59"
"8535","The Smurfs: Dance Party","Wii","2011","Misc","Ubisoft","0.22","0.04","0","0.02"
"8536","Cooking Mama 4: Kitchen Magic!","3DS","2011","Simulation","505 Games","0.5","0.07","0","0.04"
"8537","The Rise of the Argonauts","PS3","2008","Role-Playing","Codemasters","0.05","0.12","0","0.03"
"8538","Re-Volt","PS","1998","Racing","Acclaim Entertainment","0.11","0.07","0K","0.01"
"8539","Go Play: City Sports","Wii","2009","Sports","Majesco Entertainment","0.08","0","0","0.01"
"8540","Cars","PS2","2006","Racing","THQ","1.01","0.04","0","0.16"
"8541","Sentimental Graffiti","SAT","1998","Adventure","NEC Interchannel","0","0","0.25","0"
"8542","Stuart Little 2","GBA","2002","Platform","Activision","0.33","0.12","0","0.01"
"8543","Legends of Wrestling II","PS2","2002","Fighting","Acclaim Entertainment","0.16","0.13","0","0.04"
"8544","NBA 2K6","PS2","2005","Action","Take-Two Interactive","0.43","0.34","0","0.11"
"8545","Nil Admirari no Tenbin: Teito Genwaku Toukidan","PSV","2016","Adventure","Idea Factory","0","0","0.02","0"
"8546","NHL 2004","GC","2003","Sports","Electronic Arts","0.08","0.02","0","0"
"8547","Build-A-Bear Workshop: Friendship Valley","Wii","N/A","Misc","Unknown","0.06","0","0","0"
"8548","Skylanders: Trap Team","XOne","2014","Action","Activision","0.25","0.07","0","0.03"
"8549","ISS Pro Evolution","PS","1998","Sports","Konami Digital Entertainment","0","0","0.71","0.05"
"8550","World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen","PS","2000","Sports","Konami Digital Entertainment","0","0","0.39","0.03"
"8551","Heroes VS","PSP","13","Fighting","Namco Bandai Games","0","0","0.02","0"
"8552","Euro Truck Simulator 2","PC","2012","Action","SCS Software","0","0.12","0","0.02"
"8553","Madden NFL 09","PSP","2008","Sports","Electronic Arts","0.65","0","0","0.06"
"8554","Transformers: Devastation","PS3","2015","Action","Activision","0.03","0.07","0","0.02"
"8555","Disney Sing It! High School Musical 3: Senior Year","PS3","2008","Misc","Disney Interactive Studios","0.08","0.26","0","0.07"
"8556","Assassin's Creed IV: Black Flag","PC","2013","Action","Ubisoft","0.22","0.38","0","0.1"
"8557","Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress","PSP","2006","Fighting","Atari","0.14","0","0","0.01"
"8558","No Man's Sky","PS4","2016","Action","Hello Games","0.58","0.74","0.02","0.26"
"8559","Tony Hawk's Underground 2","GC","2004","Sports","Activision","0.38","0.1","0","0.01"
"8560","Global Defence Force","PS2","2005","Shooter","Essential Games","0","0","0.17","0"
"8561","Lego Batman 3: Beyond Gotham","PS3","2014","Action","Warner Bros. Interactive Entertainment","0.33","0.35","0","0.13"
"8562","Front Mission 5: Scars of the War","PS2","2005","Strategy","Square Enix","0","0","0.21","0"
"8563","Madden NFL 2005","DS","2004","Sports","Electronic Arts","0.24","0","0","0.02"
"8564","Puyo Pop Fever(us sales)","DS","2004","Puzzle","Ignition Entertainment","0.03","0","0","0"
"8565","FIFA Soccer 06","XB","2005","Sports","Electronic Arts","0.29","0.38","0","0.01"
"8566","Fantastic Four: Rise of the Silver Surfer","PS2","2007","Action","Take-Two Interactive","0.19","0.15","0","0.05"
"8567","Brothers In Arms: Earned in Blood","XB","2005","Shooter","Ubisoft","0.23","0.07","0","0.01"
"8568","Kong: King of Atlantis","GBA","2005","Action","THQ","0.02","0.01","0","0"
"8569","XCOM 2","XOne","2016","Strategy","Take-Two Interactive","0.01","0.01","0","0"
"8570","Harry Potter and the Order of the Phoenix","PS2","2007","Action","Electronic Arts","0.13","0.1","0","0.03"
"8571","All-Star Baseball 2003","GBA","2002","Sports","Acclaim Entertainment","0.11","0.04","0","0"
"8572","WTA Tour Tennis","XB","2002","Sports","Konami Digital Entertainment","0.01","0","0","0"
"8573","Bladestorm: Nightmare","PS3","2015","Action","Tecmo Koei","0","0","0.03","0"
"8574","NCAA College Football 2K3","GC","2002","Sports","Sega","0.05","0.01","0","0"
"8575","Ms Saga: A New Dawn","PS2","2005","Role-Playing","Namco Bandai Games","0.02","0.02","0","0.01"
"8576","Whiplash","XB","2003","Racing","Eidos Interactive","0.04","0.01","0","0"
"8577","Gallop Racer 2004","PS2","2004","Sports","Zoo Digital Publishing","0.03","0.02","0K","0.01"
"8578","Paws & Claws: Marine Rescue","DS","2011","Simulation","THQ","0.06","0","0","0"
"8579","Summer Heat Beach Volleyball","PS2","2003","Sports","Acclaim Entertainment","0.14","0.11","0","0.04"
"8580","Derby Stallion 96","SNES","1996","Sports","ASCII Entertainment","0K","0","1.04","0.01"
"8581","Cars 2","DS","2011","Racing","Disney Interactive Studios","0.72","0.44","0.04","0.12"
"8582","Mega Man ZX","DS","2006","Platform","Capcom","0.18","0","0.1","0.02"
"8583","Star Trek: Shattered Universe","XB","2004","Simulation","Global Star","0.03","0.01","0","0"
"8584","LEGO Star Wars II: The Original Trilogy","GBA","06","Action","LucasArts","0.06","0.02","0","0"
"8585","Assassin's Creed Syndicate","XOne","2015","Action","Ubisoft","0.61","0.56","0","0.11"
"8586","Magic: The Gathering - Battlegrounds","XB","2003","Strategy","Atari","0.12","0.03","0","0.01"
"8587","SingStar","PS3","2007","Misc","Sony Computer Entertainment","0.45","0.58","0","0.13"
"8588","Dungeon Siege II","PC","2005","Role-Playing","Microsoft Game Studios","0","0.02","0","0"
"8589","SD Gundam G Generation: Cross Drive","DS","2007","Strategy","Namco Bandai Games","0","0","0.26","0"
"8590","The Walking Dead: Survival Instinct","WiiU","2013","Shooter","Activision","0.08","0.03","0M","0.01"
"8591","Metal Gear Solid: Portable Ops Plus","PSP","2007","Action","Konami Digital Entertainment","0.26","0.01","0.26","0.17"
"8592","Mount & Blade Collection","PC","2012","Role-Playing","Paradox Interactive","0","0.02","0","0"
"8593","Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers","DS","2010","Action","Hudson Soft","0","0","0.02","0"
"8594","Totally Spies! Totally Party","PS2","2008","Misc","Ubisoft","0.01","0.01","0","0"
"8595","Curious George","GBA","2006","Action","Namco Bandai Games","0.12","0.04","0","0"
"8596","The Simpsons: Road Rage","GC","2001","Racing","Electronic Arts","0.19","0.05","0","0.01"
"8597","Disney Sing It: Party Hits","PS3","2010","Misc","Disney Interactive Studios","0.1","0.01","0","0.01"
"8598","America's Next Top Model","Wii","2010","Action","Crave Entertainment","0.08","0","0","0.01"
"8599","Bladestorm: Nightmare","XOne","2015","Action","Tecmo Koei","0.03","0.02","0","0"
"8600","Star Wars: Battlefront II","PS2","2005","Shooter","LucasArts","2.18","1.02","0.03","0.37"
"8601","Wet","X360","N/A","Shooter","Bethesda Softworks","0.23","0.21","0.01","0.05"
"8602","Apassionata: Die Galanacht der Pferde","DS","2009","Simulation","RTL","0","0.04","0","0.01"
"8603","MotoGP 15","X360","2015","Racing","Milestone S.r.l.","0","0.01","0","0"
"8604","Minna no Conveni","DS","2010","Simulation","Taito","0","0","0.01","0"
"8605","Card Fight!! Vanguard G: Stride to Victory!!","3DS","2016","Misc","FuRyu","0","0","0.04","0"
