,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total_Sales
9687,Virtua Fighter CG Portrait Series Vol.2: Jacky Bryant,SAT,1995,Misc,Sega,0.0,0.0,0.08,0.0,0.08
9688,Despicable Me: The Game - Minion Mayhem,DS,2010,Puzzle,D3Publisher,0.42,0.09,0.0,0.04,0.55
9689,World Soccer Winning Eleven 7 International (JP version),PS2,2004,Sports,Konami Digital Entertainment,0.0,0.0,0.54,0.0,0.54
9690,Fushigi no Dungeon: Fuurai no Shiren 3 Portable,PSP,2010,Role-Playing,Spike,0.0,0.0,0.05,0.0,0.05
9691,Tom Clancy's EndWar,DS,2008,Strategy,Ubisoft,0.08,0.01,0.0,0.01,0.09999999999999999
9692,Cooking Mama: Cook Off,Wii,2007,Simulation,505 Games,1.43,1.13,0.05,0.3,2.9099999999999993
9693,Dead or Alive Paradise,PSP,2010,Misc,Ubisoft Annecy,0.07,0.02,0.07,0.02,0.18000000000000002
9694,Lord of Darkness,SNES,1991,Action,Tecmo Koei,0.0,0.0,0.28,0.0,0.28
9695,SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,2005,Shooter,Sony Computer Entertainment,1.03,0.0,0.01,0.08,1.12
9696,I Love Horses: Rider's Paradise,Wii,2010,Simulation,Destineer,0.02,0.0,0.0,0.0,0.02
9697,Victorious Boxers: Ippo's Road to Glory,PS2,2000,Fighting,Empire Interactive,0.05,0.04,0.38,0.01,0.48
9698,Backyard Sports: Sandlot Sluggers,DS,2010,Sports,Atari,0.14,0.0,0.0,0.01,0.15000000000000002
9700,Cabela's Big Game Hunter 2012,PS3,2011,Sports,Activision,0.17,0.03,0.0,0.03,0.23
9701,Tonic Trouble,N64,1999,Platform,Ubisoft,0.09,0.02,0.0,0.0,0.11
9702,Bomberman 64,N64,1997,Puzzle,Hudson Soft,0.5,0.2,0.31,0.03,1.04
9703,Backyard Baseball '10,PS2,2009,Sports,Atari,0.08,0.07,0.0,0.02,0.17
9704,Virtua Fighter CG Portrait Series Vol.4: Pai Chan,SAT,1995,Misc,Sega,0.0,0.0,0.12,0.0,0.12
9705,Exstetra,3DS,2013,Role-Playing,FuRyu,0.0,0.0,0.01,0.0,0.01
9706,Serious Sam 3: BFE,PC,2011,Shooter,Mastertronic,0.01,0.05,0.0,0.01,0.07
9707,Steins;Gate: Senkei Kousoku no Phonogram,X360,2013,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
9708,Puzzle Quest: Challenge of the Warlords,PS2,2007,Puzzle,D3Publisher,0.06,0.05,0.0,0.02,0.13
9709,DrumMania,PS2,2000,Simulation,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15
9710,Dark Cloud,PS2,2000,Role-Playing,Sony Computer Entertainment,0.83,0.44,0.08,0.19,1.54
9711,Spy Hunter,GC,2002,Racing,Midway Games,0.16,0.04,0.0,0.01,0.21000000000000002
9712,Imagine: Wedding Designer,DS,2008,Simulation,Ubisoft,0.55,0.59,0.0,0.14,1.2800000000000002
9713,Nakayoshi All-Stars: Mezase Gakuen Idol,DS,2008,Misc,Creative Core,0.0,0.0,0.01,0.0,0.01
9714,Death Connection Portable,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
9715,Jampack Summer 2K,PS,2000,Misc,Sony Computer Entertainment,0.88,0.6,0.0,0.1,1.58
9716,The BIGS 2,PS3,2009,Sports,Take-Two Interactive,0.12,0.0,0.0,0.01,0.13
9717,Dune 2000,PS,1999,Strategy,Electronic Arts,0.14,0.09,0.0,0.02,0.25
9718,My Horse & Me: Riding for Gold,DS,2008,Sports,Atari,0.05,0.01,0.0,0.01,0.07
9719,Sousaku Alice to Oujisama!,3DS,2015,Simulation,Happinet,0.0,0.0,0.01,0.0,0.01
9720,Thrillville,PSP,2006,Strategy,Atari,0.18,0.0,0.0,0.02,0.19999999999999998
9721,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,DS,2005,Action,Sega,0.0,0.0,0.19,0.0,0.19
9722,Guitar Hero: Smash Hits,PS2,2009,Misc,Activision,0.11,0.01,0.0,0.1,0.22
9723,TMNT,DS,2007,Action,Ubisoft,0.03,0.01,0.0,0.0,0.04
9724,Virtua Tennis: World Tour (US & Others sales),PSP,2005,Sports,Sega,0.16,0.36,0.0,0.14,0.66
9725,Up,PS2,2009,Action,THQ,0.19,0.05,0.0,0.24,0.48
9726,Barbie Fashion Show: An Eye for Style,DS,2008,Misc,Activision,0.19,0.0,0.0,0.02,0.21
9727,ESPN MLB Baseball,PS2,2004,Sports,Sega,0.1,0.08,0.0,0.03,0.21
9728,Haneru no Tobira Wii: Girigirissu,Wii,2007,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
9729,Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,PSP,2009,Adventure,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
9730,Blood Omen: Legacy of Kain,PS,1996,Role-Playing,Crystal Dynamics,0.25,0.17,0.0,0.03,0.45000000000000007
9731,LEGO Rock Band,Wii,2009,Misc,Warner Bros. Interactive Entertainment,0.42,0.22,0.0,0.07,0.71
9732,Help Wanted: 50 Wacky Jobs,Wii,2008,Simulation,Hudson Soft,0.06,0.04,0.0,0.01,0.11
9733,Dynasty Tactics 2,PS2,2003,Strategy,Tecmo Koei,0.05,0.04,0.0,0.01,0.09999999999999999
9734,Army Men: Sarge's Heroes,PS,1999,Action,3DO,0.31,0.21,0.0,0.04,0.56
9735,Dynasty Warriors: Gundam 2,PS3,2008,Action,Namco Bandai Games,0.09,0.07,0.32,0.03,0.51
9736,Killzone: Shadow Fall,PS4,2013,Shooter,Sony Computer Entertainment,0.89,1.33,0.07,0.28,2.5700000000000003
9737,LEGO Indiana Jones: The Original Adventures,PS2,2008,Action,LucasArts,0.6,0.01,0.0,0.76,1.37
9738,Metal Gear Solid: Social Ops,PS2,2002,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.060000000000000005
9739,Meitantei Conan: Aoki Houseki no Rinbukyoku,DS,2011,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
9740,Mad Maestro!,PS2,2001,Misc,Eidos Interactive,0.03,0.02,0.0,0.01,0.060000000000000005
9741,Saint Seiya: Brave Soldiers,PS3,2013,Fighting,Namco Bandai Games,0.0,0.01,0.06,0.0,0.06999999999999999
9742,Daytona USA Championship Circuit Edition,SAT,1995,Racing,Sega,0.0,0.0,0.14,0.0,0.14
9743,The Settlers IV,PC,2001,Strategy,Blue Byte,0.0,0.02,0.0,0.0,0.02
9744,Thor: God of Thunder,X360,2011,Action,Sega,0.09,0.04,0.0,0.01,0.14
9745,Pro Evolution Soccer 2017,PS3,2016,Sports,Konami Digital Entertainment,0.0,0.01,0.04,0.0,0.05
9746,DmC: Devil May Cry,PS3,2013,Action,Capcom,0.24,0.28,0.19,0.12,0.83
9747,Rugby World Cup 2011,PS3,2011,Sports,505 Games,0.0,0.25,0.0,0.08,0.33
9748,UFC: Tapout,XB,2002,Fighting,Crave Entertainment,0.14,0.05,0.0,0.01,0.2
9749,Powerful Golf,DS,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
9750,NBA Live 2001,PS,2000,Sports,Electronic Arts,0.7,0.47,0.0,0.08,1.25
9751,Teslagrad,PSV,2015,Platform,Rain Games,0.0,0.01,0.0,0.0,0.01
9752,Toy Story 3: The Video Game,PSP,2010,Action,Disney Interactive Studios,0.27,0.25,0.0,0.14,0.66
9753,Project Runway,Wii,2010,Simulation,Atari,0.24,0.0,0.0,0.02,0.26
9754,GunParade Orchestra: Ao no Shou,PS2,2006,Adventure,Sony Computer Entertainment,0.0,0.0,0.01,0.0,0.01
9755,Jikkyou Powerful Pro Yakyuu 10,PS2,2003,Sports,Konami Digital Entertainment,0.0,0.0,0.51,0.0,0.51
9756,Mortal Kombat Mythologies: Sub-Zero,PS,1997,Fighting,GT Interactive,0.38,0.26,0.0,0.04,0.68
9757,Dead Rising 2,PC,2010,Action,Capcom,0.1,0.02,0.0,0.01,0.13
9758,Rakushou! Pachi-Slot Sengen 5: Rio Paradise,PS2,2007,Misc,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
9759,Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari,DS,2007,Role-Playing,Banpresto,0.0,0.0,0.08,0.0,0.08
9760,Ms. Pac-Man: Maze Madness / Pac-Man World,GBA,2005,Puzzle,Namco Bandai Games,0.17,0.06,0.0,0.0,0.23
9761,My Horse & Me,Wii,2007,Sports,Atari,0.27,0.02,0.0,0.03,0.32000000000000006
9762,Aggressive Inline,XB,2002,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.060000000000000005
9764,Secret Game Portable,PSP,2010,Adventure,Yeti,0.0,0.0,0.01,0.0,0.01
9765,Teenage Mutant Ninja Turtles: Tournament Fighters,SNES,1992,Fighting,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
9766,Majin and the Forsaken Kingdom,X360,2010,Adventure,Namco Bandai Games,0.14,0.03,0.0,0.01,0.18000000000000002
9767,Dynasty Warriors 5,XB,2005,Action,Tecmo Koei,0.04,0.01,0.0,0.0,0.05
9768,The Magical Quest starring Mickey Mouse,SNES,1992,Platform,Capcom,0.66,0.17,0.35,0.03,1.2100000000000002
9769,FIFA World Cup Germany 2006,GC,2006,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.13
9770,Record of Agarest War Zero,X360,2010,Strategy,Compile Heart,0.09,0.0,0.0,0.01,0.09999999999999999
9771,Harry Potter and the Deathly Hallows - Part 1,X360,2010,Action,Electronic Arts,0.21,0.2,0.0,0.04,0.45
9772,NBA Live 97,PS,1996,Sports,Electronic Arts,0.55,0.38,0.0,0.07,1.0
9773,Aeon Flux,PS2,2005,Action,THQ,0.02,0.02,0.0,0.01,0.05
9774,Burnout 2: Point of Impact,GC,2003,Racing,Acclaim Entertainment,0.12,0.03,0.0,0.0,0.15
9775,Devil May Cry 4,X360,2008,Action,Capcom,0.79,0.34,0.08,0.13,1.3400000000000003
9776,Top Gun,DS,2006,Simulation,505 Games,0.04,0.0,0.0,0.0,0.04
9777,Disgaea 4: A Promise Unforgotten,PSV,2014,Role-Playing,Nippon Ichi Software,0.04,0.04,0.08,0.02,0.18
9778,Kart Racer,Wii,2009,Racing,Nordic Games,0.03,0.01,0.0,0.0,0.04
9779,Tenkaichi * Sengoku Lovers,DS,2010,Adventure,Rocket Company,0.0,0.0,0.03,0.0,0.03
9780,Silent Hill: Book of Memories,PSV,2012,Action,Konami Digital Entertainment,0.13,0.06,0.0,0.04,0.23
9781,Smart Boy's Toys Club,DS,2008,Misc,505 Games,0.06,0.0,0.0,0.0,0.06
9782,Medieval II: Total War Gold Edition,PC,2008,Strategy,Sega,0.0,0.33,0.0,0.03,0.36
9783,Ben 10: Protector of Earth,DS,2007,Action,D3Publisher,0.69,0.83,0.0,0.19,1.71
9784,Rule of Rose,PS2,2006,Action,505 Games,0.01,0.01,0.0,0.0,0.02
9785,Blacksite: Area 51,X360,2007,Shooter,Midway Games,0.29,0.23,0.0,0.06,0.5800000000000001
9786,Turning Point: Fall of Liberty,X360,2008,Shooter,Codemasters,0.23,0.04,0.0,0.02,0.29000000000000004
9787,Grand Theft Auto III,PS2,2001,Action,Take-Two Interactive,6.99,4.51,0.3,1.3,13.100000000000001
9788,Chicken Run,PS,2000,Adventure,Eidos Interactive,0.07,0.05,0.0,0.01,0.13
9789,DICE: DNA Integrated Cybernetic Enterprises,PS2,2005,Shooter,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02
9790,Painkiller,PC,2004,Shooter,DreamCatcher Interactive,0.0,0.02,0.0,0.0,0.02
9791,Caesars Palace 2000: Millennium Gold Edition,PS,2000,Misc,Interplay,0.43,0.29,0.0,0.05,0.77
9792,Call of Duty: Ghosts,PS4,2013,Shooter,Activision,1.78,1.42,0.05,0.38,3.63
9793,Sonic & All-Stars Racing Transformed,X360,2012,Racing,Sega,0.2,0.37,0.0,0.06,0.6300000000000001
9794,BeyBlade VForce: Super Tournament Battle,GC,2002,Action,Atari,0.16,0.04,0.0,0.01,0.21000000000000002
9795,Rayman Legends,X360,2013,Platform,Ubisoft,0.19,0.23,0.0,0.04,0.46
9796,No Rules: Get Phat,GBA,2001,Action,TDK Mediactive,0.03,0.01,0.0,0.0,0.04
9797,Stacked with Daniel Negreanu,PSP,2006,Misc,Myelin Media,0.03,0.0,0.0,0.0,0.03
9798,R-Type Command,PSP,2007,Strategy,Rising Star Games,0.05,0.0,0.01,0.01,0.07
9799,The King of Fighters '94,NG,1994,Fighting,SNK,0.0,0.0,0.12,0.0,0.12
9800,Cold War,XB,2005,Shooter,DreamCatcher Interactive,0.02,0.01,0.0,0.0,0.03
9801,Hatsune Miku: Project Diva 2nd,PSP,2010,Misc,Sega,0.0,0.0,0.41,0.0,0.41
9802,DoraMoji: Nobita no Kanji Daisakusen,3DS,2015,Misc,Shogakukan,0.0,0.0,0.03,0.0,0.03
9803,Dark Arena,GBA,2002,Shooter,THQ,0.03,0.01,0.0,0.0,0.04
9804,Shaun Palmer's Pro Snowboarder,PS2,2001,Sports,Codemasters,0.36,0.28,0.0,0.09,0.73
9805,Saki Portable,PSP,2010,Adventure,Alchemist,0.0,0.0,0.04,0.0,0.04
9806,Sonic Riders,PS2,2006,Racing,Sega,0.42,0.02,0.0,0.07,0.51
9807,Musou Tourou,PSP,2009,Strategy,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01
9808,Lizzie McGuire 3: Homecoming Havoc,GBA,2005,Platform,Disney Interactive Studios,0.22,0.08,0.0,0.01,0.31
9809,Hakuouki,PS2,2008,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
9810,Dragonseeds,PS,1998,Action,Jaleco,0.03,0.02,0.04,0.01,0.09999999999999999
9811,Castlevania: Portrait of Ruin,DS,2006,Platform,Konami Digital Entertainment,0.33,0.03,0.04,0.03,0.42999999999999994
9812,Bomberman Generation,GC,2002,Adventure,Vivendi Games,0.15,0.04,0.06,0.01,0.26
9813,Machi-ing Maker 4,PS3,2011,Strategy,D3Publisher,0.0,0.0,0.02,0.0,0.02
9814,Tony Hawk's Project 8,PS3,2006,Sports,Activision,0.3,0.23,0.01,0.1,0.64
9815,Arc the Lad II,PS,1996,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.92,0.13,1.05
9816,Emergency 2012,PC,2010,Simulation,Deep Silver,0.01,0.04,0.0,0.01,0.060000000000000005
9817,Entaku no Seito: Students of Round,X360,2011,Role-Playing,ChunSoft,0.0,0.0,0.01,0.0,0.01
9818,Secret Agent Clank(US sales),PSP,2008,Platform,Sony Computer Entertainment,0.33,0.22,0.0,0.0,0.55
9819,Way of the Samurai 4,PS3,2011,Action,Nippon Ichi Software,0.0,0.03,0.16,0.01,0.2
9820,Monster House,DS,2006,Adventure,THQ,0.14,0.01,0.0,0.01,0.16000000000000003
9821,World Tour Soccer,PSP,2005,Sports,Sony Computer Entertainment,0.1,0.63,0.0,0.34,1.07
9822,Singularity,PC,2010,Shooter,Mastertronic,0.0,0.04,0.0,0.01,0.05
9823,Sammy Sosa High Heat Baseball 2001,PS,2000,Sports,3DO,0.32,0.22,0.0,0.04,0.5800000000000001
9824,Zone of the Enders,PS2,2001,Shooter,Konami Digital Entertainment,0.3,0.24,0.13,0.08,0.75
9825,Spec Ops: Covert Assault,PS,2001,Shooter,Take-Two Interactive,0.24,0.16,0.0,0.03,0.43000000000000005
9826,Powerdrome,PS2,2004,Racing,Evolved Games,0.03,0.02,0.0,0.01,0.060000000000000005
9827,MLB Power Pros 2008,PS2,2008,Sports,Konami Digital Entertainment,0.05,0.04,0.05,0.01,0.15000000000000002
9828,Tiger Woods PGA Tour,DS,2004,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.14
9829,Football Manager 2012,PSP,2011,Sports,Sega,0.0,0.1,0.0,0.04,0.14
9830,Super Mario Bros. 3,GBA,2003,Platform,Nintendo,2.93,1.25,0.83,0.2,5.21
9831,Frozen: Olaf's Quest,3DS,2013,Platform,Disney Interactive Studios,0.27,0.26,0.0,0.05,0.5800000000000001
9832,Are You Smarter than a 5th Grader? Game Time,Wii,2009,Puzzle,THQ,0.25,0.0,0.0,0.02,0.27
9833,V-Rally Edition 99,N64,1998,Racing,Infogrames,0.07,0.02,0.0,0.0,0.09000000000000001
9834,Minecraft: Story Mode,PS4,2015,Adventure,Mojang,0.23,0.33,0.0,0.11,0.67
9835,Ni no Kuni: Wrath of the White Witch,PS3,2011,Role-Playing,Namco Bandai Games,0.6,0.51,0.21,0.23,1.5499999999999998
9836,Gundam Memories: Tatakai no Kioku,PSP,2011,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9837,V-Rally 3,PS2,2002,Racing,Atari,0.03,0.02,0.0,0.01,0.060000000000000005
9838,Spongebob Squarepants / Fairly Odd Parents Double Pack,GBA,2005,Action,THQ,0.11,0.04,0.0,0.0,0.15
9839,Saint Seiya: Soldiers' Soul,PS3,2015,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
9840,Need for Speed: Hot Pursuit 2,GC,2002,Racing,Electronic Arts,0.68,0.09,0.0,0.02,0.79
9841,Tony Hawk's Underground,XB,2003,Sports,Activision,0.85,0.37,0.0,0.05,1.27
9842,RedCard 20-03,XB,2002,Sports,Midway Games,0.03,0.01,0.0,0.0,0.04
9843,The Powerpuff Girls: Chemical X-Traction,PS,2001,Action,BAM! Entertainment,0.14,0.1,0.0,0.02,0.26
9844,The King of Fighters '96,PS,1997,Fighting,SNK,0.0,0.0,0.07,0.01,0.08
9845,Take A Break's: Puzzle Master,DS,2009,Puzzle,Ubisoft,0.0,0.15,0.0,0.01,0.16
9846,Mercenaries: Playground of Destruction,XB,2005,Action,LucasArts,0.54,0.11,0.0,0.03,0.68
9847,Cartoon Network: Punch Time Explosion XL,X360,2011,Fighting,Crave Entertainment,0.07,0.0,0.0,0.0,0.07
9848,Dino Crisis 2,PS,2000,Action,Virgin Interactive,0.34,0.49,0.28,0.1,1.2100000000000002
9849,Monkey Mischief! Party Time,Wii,2008,Misc,Activision,0.09,0.0,0.0,0.01,0.09999999999999999
9850,Disciples III: Renaissance,PC,2010,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.01
9851,Blur,PC,2010,Racing,Activision,0.01,0.04,0.0,0.01,0.060000000000000005
9852,Gallop Racer 2006,PS2,2005,Sports,Tecmo Koei,0.02,0.02,0.06,0.01,0.11
9853,Tenchu San Portable,PSP,2009,Action,From Software,0.0,0.0,0.01,0.0,0.01
9854,SBK X: Superbike World Championship,PS3,2010,Racing,Black Bean Games,0.05,0.13,0.0,0.04,0.22
9855,Knockout Kings 2000,N64,1999,Fighting,Electronic Arts,0.63,0.27,0.0,0.02,0.92
9856,Fit & Fun,Wii,2011,Sports,Unknown,0.0,0.01,0.0,0.0,0.01
9857,Racing Gears Advance,GBA,2004,Racing,Zoo Digital Publishing,0.04,0.02,0.0,0.0,0.06
9858,Phantom Brave: We Meet Again,Wii,2009,Role-Playing,Nippon Ichi Software,0.12,0.0,0.01,0.01,0.14
9859,NFL Blitz Pro,PS2,2003,Sports,Midway Games,0.11,0.09,0.0,0.03,0.23
9860,Hometown Story,3DS,2013,Role-Playing,Rising Star Games,0.22,0.13,0.04,0.04,0.42999999999999994
9861,Robotics;Notes,X360,2012,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
9862,Bigfoot: Collision Course,DS,2009,Racing,Zoo Digital Publishing,0.14,0.0,0.0,0.01,0.15000000000000002
9863,Killing Zone,PS,1996,Fighting,Acclaim Entertainment,0.03,0.02,0.0,0.0,0.05
9864,Dakar 2: The World's Ultimate Rally,GC,2003,Racing,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03
9865,Kirby's Pinball Land,GB,1992,Misc,Nintendo,0.87,0.17,1.1,0.05,2.19
9866,Sniper Elite V2,PS3,2012,Shooter,505 Games,0.38,0.39,0.06,0.15,0.9800000000000001
9867,SingStar Latino,PS2,2007,Misc,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14
9868,Clubhouse Games,DS,2006,Misc,Nintendo,0.59,1.83,0.73,0.35,3.5
9869,Pimp My Ride: Street Racing,DS,2009,Racing,Activision,0.03,0.0,0.0,0.0,0.03
9870,Far Cry 2,PS3,2008,Action,Ubisoft,0.43,0.7,0.01,0.27,1.41
9871,Formula One 2001,PS2,2001,Racing,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26
9872,Frontlines: Fuel of War,PC,2008,Shooter,THQ,0.0,0.02,0.0,0.0,0.02
9873,Ultraman Star Chronicles,PSP,2013,Strategy,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
9874,Kuroko's Basketball: Ties to Future,3DS,2015,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
9875,SpongeBob SquarePants: Creature from the Krusty Krab,GC,2006,Platform,THQ,0.25,0.07,0.0,0.01,0.33
9876,Monopoly Streets,Wii,2010,Misc,Electronic Arts,0.24,0.44,0.0,0.08,0.7599999999999999
9877,Ener-G: Gym Rockets,DS,2008,Sports,Ubisoft,0.36,0.0,0.0,0.03,0.39
9879,Scene It? Twilight,DS,2010,Misc,Konami Digital Entertainment,0.11,0.07,0.0,0.02,0.19999999999999998
9880,Dead to Rights II,XB,2005,Shooter,Electronic Arts,0.08,0.02,0.0,0.0,0.1
9881,Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,Sega,1.14,1.91,0.27,0.46,3.78
9882,Hollywood Squares,Wii,2010,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.12
9883,Digimon World DS,DS,2006,Role-Playing,Namco Bandai Games,0.1,0.0,0.0,0.01,0.11
9884,Cars,XB,2006,Racing,THQ,0.15,0.04,0.0,0.01,0.2
9885,Slam 'n Jam '96 featuring Magic & Kareem,PS,1995,Sports,Crystal Dynamics,0.04,0.03,0.0,0.01,0.08
9886,3DS Classic Collection,3DS,2016,Misc,Sega,0.02,0.0,0.0,0.0,0.02
9887,Wreckless: ThE YaKuza MisSiOns,GC,2002,Racing,Activision,0.04,0.01,0.0,0.0,0.05
9888,Yu-Gi-Oh! 5D's: Duel Transer,Wii,2010,Strategy,Konami Digital Entertainment,0.11,0.02,0.02,0.01,0.16
9889,B-Boy,PSP,2006,Misc,Sony Computer Entertainment,0.04,0.0,0.0,0.0,0.04
9890,Hakuouki DS,DS,2010,Adventure,Idea Factory,0.0,0.0,0.07,0.0,0.07
9891,Fifi and the Flowertots,DS,2009,Misc,Avanquest,0.0,0.09,0.0,0.01,0.09999999999999999
9892,Soul Edge,PS,1996,Fighting,Sony Computer Entertainment,0.61,0.41,0.46,0.1,1.58
9893,Section 8,X360,2009,Shooter,SouthPeak Games,0.15,0.09,0.0,0.03,0.27
9894,Marvel: Ultimate Alliance,X360,2006,Role-Playing,Activision,2.29,0.02,0.0,0.19,2.5
9895,Hot Shots Golf: World Invitational,PS3,2012,Sports,Sony Computer Entertainment,0.0,0.0,0.28,0.0,0.28
9896,Dance Dance Revolution SuperNOVA 2,PS2,2007,Simulation,Konami Digital Entertainment,0.64,0.03,0.02,0.1,0.79
9897,Mario Tennis,Wii,2010,Sports,Nintendo,0.0,0.06,0.0,0.01,0.06999999999999999
9898,Tony Hawk's Pro Skater 5,PS4,2015,Sports,Activision,0.09,0.08,0.0,0.03,0.19999999999999998
9899,Ben 10 Alien Force: Vilgax Attacks,PSP,2009,Action,D3Publisher,0.13,0.19,0.0,0.11,0.43
9900,Shrek's Carnival Craze Party Games,PS2,2008,Misc,Activision,0.03,0.03,0.0,0.01,0.06999999999999999
9901,Destiny,PS4,2014,Shooter,Activision,2.49,2.05,0.16,0.96,5.66
9902,Mega Man 64,N64,2000,Action,Capcom,0.14,0.03,0.05,0.0,0.22000000000000003
9903,Summon Night,DS,2008,Role-Playing,Banpresto,0.0,0.0,0.07,0.0,0.07
9904,LEGO Indiana Jones: The Original Adventures,PSP,2008,Action,LucasArts,0.4,0.49,0.0,0.29,1.18
9905,Barbie and Her Sisters Puppy Rescue,Wii,2015,Action,Namco Bandai Games,0.0,0.06,0.0,0.0,0.06
9906,Etrian Odyssey IV: Legends of the Titans,3DS,2012,Role-Playing,Atlus,0.12,0.05,0.2,0.01,0.38
9907,Shin Megami Tensei IV,3DS,2013,Role-Playing,Atlus,0.28,0.0,0.27,0.02,0.5700000000000001
9908,Prince of Persia,PS3,2008,Action,Ubisoft,0.47,0.41,0.03,0.18,1.0899999999999999
9909,Jewel Quest 5: The Sleepless Star,PC,2011,Action,Astragon,0.01,0.02,0.0,0.01,0.04
9910,Worms: Open Warfare,PSP,2006,Strategy,THQ,0.11,0.43,0.0,0.24,0.78
9911,Avatar: The Game,PC,2009,Action,Ubisoft,0.0,0.04,0.0,0.01,0.05
9912,Fist of the North Star: Ken's Rage 2,PS3,2012,Fighting,Tecmo Koei,0.0,0.0,0.3,0.0,0.3
9913,Jimmie Johnson's Anything With an Engine,PS3,2011,Racing,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08
9914,Ashes Cricket 2009,X360,2009,Sports,Codemasters,0.0,0.19,0.0,0.01,0.2
9915,Fairy Fencer F,PS3,2013,Role-Playing,Nippon Ichi Software,0.05,0.05,0.09,0.02,0.21
9916,WWE 2K15,X360,2014,Sports,Take-Two Interactive,0.38,0.26,0.0,0.06,0.7
9917,Shinseiki Evangelion: Koutetsu no Girlfriend,PS,1998,Adventure,Gainax Network Systems,0.0,0.0,0.11,0.01,0.12
9918,Zone of the Enders HD Collection,PS3,2012,Simulation,Konami Digital Entertainment,0.21,0.08,0.09,0.05,0.43
9919,World Series of Poker,PSP,2005,Misc,Activision,0.19,0.0,0.0,0.02,0.21
9920,Monster House,GC,2006,Adventure,THQ,0.11,0.03,0.0,0.0,0.14
9922,Shrek Super Party,XB,2002,Misc,TDK Mediactive,0.1,0.03,0.0,0.0,0.13
9923,Dance Dance Revolution (North America),PS,2001,Simulation,Konami Digital Entertainment,0.08,0.06,0.0,0.01,0.15000000000000002
9924,3D Tank Warfare Simulator Panzer Front,PS,1999,Simulation,Avalon Interactive,0.06,0.04,0.0,0.01,0.11
9925,Call of Duty: Black Ops,PS3,2010,Shooter,Activision,5.98,4.44,0.48,1.83,12.730000000000002
9926,Retro Game Challenge,DS,2007,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
9927,Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,DS,2008,Misc,Square Enix,0.0,0.0,0.02,0.0,0.02
9928,RedCard 20-03,GC,2002,Sports,Midway Games,0.02,0.0,0.0,0.0,0.02
9929,Madden NFL 16,PS4,2015,Sports,Electronic Arts,2.33,0.3,0.0,0.59,3.2199999999999998
9930,Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006,Shooter,Ubisoft,1.4,0.02,0.02,0.1,1.54
9931,Persona 5,PS4,2016,Role-Playing,Atlus,0.0,0.0,0.34,0.0,0.34
9932,Medal of Honor: Rising Sun,GC,2003,Shooter,Electronic Arts,0.33,0.09,0.0,0.01,0.43000000000000005
9933,Dead Space 2,PS3,2011,Shooter,Electronic Arts,0.73,0.5,0.0,0.21,1.44
9934,SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,2002,Platform,THQ,0.15,0.04,0.0,0.01,0.2
9935,Yoshi Touch & Go (JP sales),DS,2005,Platform,Nintendo,0.0,0.0,0.22,0.0,0.22
9936,Watchmen: The End is Nigh - The Complete Experience,PS3,2009,Action,Warner Bros. Interactive Entertainment,0.08,0.07,0.0,0.02,0.17
9937,Bio FREAKS,N64,1998,Action,GT Interactive,0.11,0.03,0.0,0.0,0.14
